Species	GF	Decid_Evergreen	Needle_Broadlf	C3C4	N2_fixer	LL	LMA	Nmass	Pmass	Amass	Gs
Prunus_mahaleb	S	D	B	C3	N	1.8854371	6.602147656	1.410234619	NA	9.477039475	NA
Prunus_pennsylvanica	T	D	B	C3	N	NA	5.468312152	1.462593518	0.497097048	NA	NA
Prunus_sargentii	T	D	B	C3	N	NA	6.92057218	NA	NA	7.142886145	NA
Prunus_serotina	T	D	B	C3	N	2.096695826	7.42137838	1.371589581	NA	8.140975499	NA
Prunus_serotina	T	D	B	C3	N	NA	5.74420489	1.534044734	NA	12.41014074	NA
Prunus_serotina	T	D	B	C3	N	NA	5.913769994	1.53935541	0.425763196	NA	NA
Prunus_spinosa	S	D	B	C3	N	2.145618796	7.061637896	1.385880754	0.474863685	7.910459426	13.49150181
Prunus_spinosa	S	D	B	C3	N	2.056505872	6.730021342	1.322290887	NA	8.994469535	NA
Prunus_spinosa	S	D	B	C3	N	NA	6.309426418	1.619180469	0.510532706	NA	NA
Prunus_spinosa	S	D	B	C3	N	NA	5.806116277	NA	NA	NA	NA
Prunus_ssiori	T	D	B	C3	N	NA	6.425908404	NA	NA	6.54974468	NA
Prunus_virginiana	T	D	B	C3	N	NA	6.851400189	1.563861419	0.398192886	NA	NA
Pseudobombax_septenatum	T	D	B	NA	N	NA	8.212718074	NA	NA	7.475173714	21.09883916
Pseudolmedia_oxyphyllaria	T	E	NA	NA	N	NA	6.930062148	1.015478323	0.312039172	NA	NA
Pseudotsuga_menziesii	T	E	N	C3	N	6.120231974	8.539598822	1.033988605	0.456758717	4.406733243	NA
Psidium_guajava	T	E	B	NA	N	3.046347562	NA	NA	NA	NA	9.304041925
Psidium_guajava	T	E	B	NA	N	NA	7.095908689	1.268767686	0.507742573	NA	NA
Psoralea_bituminosa	S	NA	B	C3	Y	NA	5.492232436	1.865556481	NA	NA	NA
Psoralea_bituminosa	S	NA	B	C3	Y	NA	5.578760576	1.881669777	NA	NA	NA
Psoralea_bituminosa	S	NA	B	C3	Y	NA	5.55357959	1.905508094	NA	NA	NA
Psoralea_tenuiflora	H	NA	NA	C3	Y	NA	NA	NA	NA	NA	16.0622812
Psychotria_capensis	T	NA	B	C3	N	NA	6.215867533	NA	NA	NA	NA
Psychotria_chiapensis	T	E	NA	NA	N	NA	5.64518522	1.287381539	0.373730158	NA	NA
Psychotria_faxlucens	T	E	NA	NA	N	NA	5.713522479	1.150134724	0.306125938	NA	NA
Psychotria_flava	T	E	NA	NA	N	NA	7.713263463	1.038549212	0.31342104	NA	NA
Psychotria_furcata	S	E	NA	NA	N	2.94226957	5.172999408	1.380187411	NA	6.778893258	6.52121862
Psychotria_limonensis	S	E	NA	NA	N	4.741257997	5.918903726	1.192546884	NA	6.52121862	6.52121862
Psychotria_marginata	S	E	NA	NA	N	4.741257997	6.706585721	1.139208552	NA	6.52121862	7.997917906
Psychotria_simiarum	T	E	NA	NA	N	NA	5.076115003	1.228772713	0.314403251	NA	NA
Psychotria_sp	S	E	NA	C3	N	NA	6.334445709	1.12442444	0.333901242	4.24434926	6.128275302
Psychrophila_leptosepala	H	NA	B	C3	N	1.488754715	6.683417476	1.587877149	NA	7.701327258	14.36280639
Ptaeroxylon_obliquum	T	NA	B	C3	N	NA	6.889249364	1.479927459	NA	NA	NA
Pteleopsis_myrtifolia	T	NA	B	C3	N	NA	7.625646086	1.422442544	NA	NA	NA
Pteridium_aquilinum	F	NA	B	C3	N	NA	7.652154111	1.394364087	NA	7.857724831	8.417675898
Pterocarpus_marsupium	T	D	B	NA	Y	NA	7.866254156	1.483570498	0.367879441	NA	NA
Pterocarpus_rohrii	T	D	NA	NA	Y	NA	7.264484803	1.31298851	0.466987816	NA	NA
Pterocaulon_pycnostachyum	H	NA	B	C3	N	2.029055018	6.739471634	1.342409624	NA	7.430621075	12.96551142
Pterospermum_acerifolia	T	E	B	NA	N	NA	7.249350929	1.168050404	0.557091014	NA	NA
Pterostylis_sp	H	NA	B	C3	N	1.817923991	4.817931492	1.43824545	NA	8.872125216	7.073894672
Ptychopyxis_caput-medusae	T	E	B	C3	N	2.338288879	8.195263493	1.25884342	NA	NA	NA
Pultenea_daphnoides	S	E	B	C3	Y	2.64566436	7.197984966	1.336866214	0.236053336	7.230489059	8.387906414
Pultenea_flexilis	S	E	B	C3	Y	3.382383426	7.073902528	1.36270596	0.260074413	7.930853001	9.701111018
Purshia_tridentata	S	NA	B	C3	NA	NA	NA	1.453558576	0.462149821	NA	NA
Pyrethrum_djilgense	H	NA	NA	NA	NA	NA	7.541048892	NA	NA	NA	NA
Pyrola_elliptica	H	NA	NA	NA	NA	NA	5.456480269	NA	NA	NA	NA
Pyrola_media	S	NA	NA	NA	N	NA	5.410923724	1.199426574	NA	NA	NA
Pyrola_minor	S	NA	NA	NA	N	NA	4.607244246	1.223110402	NA	NA	NA
Pyrola_rotundifolia	S	NA	NA	NA	N	NA	5.425345001	1.175117335	NA	NA	NA
Pyrus_bourgeana	S	D	NA	NA	N	1.922466407	8.417675898	1.411132077	NA	7.740723544	11.37438348
Pyrus_bourgeana	T	D	NA	NA	N	NA	6.874026973	1.281425675	NA	NA	NA
Pyrus_pyraster	T	D	NA	NA	NA	NA	7.024401435	NA	NA	NA	NA
Qualea_dichotoma	T	NA	B	C3	N	NA	8.630793709	1.195993173	NA	6.558838913	NA
Qualea_grandiflora	T	D	NA	NA	N	NA	NA	NA	NA	NA	9.53789208
Quararibea_asterolepsis	T	NA	NA	NA	N	2.910095393	NA	1.478362575	NA	NA	NA
Quararibea_yunckeri	T	E	NA	NA	N	NA	5.87692409	1.137374214	0.451795804	NA	NA
Quercus_acuta	T	E	B	C3	N	3.191058679	7.733609288	0.904510879	NA	5.311093589	NA
Quercus_acuta	T	E	B	C3	N	4.671962617	NA	NA	NA	NA	NA
Quercus_agrifolia	T	E	NA	C3	N	NA	9.532366991	1.037928847	NA	NA	NA
Quercus_agrifolia	S	E	B	C3	N	NA	9.89470732	NA	NA	NA	NA
Quercus_alba	T	D	B	C3	N	NA	7.42137838	1.694036447	NA	10.56910209	NA
Quercus_alba	T	D	B	C3	N	NA	6.6582351	1.287694012	0.486145946	NA	NA
Quercus_alba	T	D	B	C3	N	NA	5.375957324	1.408355457	0.507742573	NA	NA
Quercus_alba	T	D	B	C3	N	NA	7.294807366	1.408355457	NA	NA	NA
Quercus_austrina	T	D	B	C3	N	2.488246131	7.842543513	1.333492886	NA	8.443620247	NA
Quercus_cerris	T	D	NA	NA	N	NA	7.407264851	1.548399633	0.45118401	NA	NA
Quercus_chapmanii	T	E	B	C3	N	2.569310764	7.853114952	1.153746877	NA	6.540665887	NA
Quercus_coccifera	S	E	B	C3	N	NA	9.280767962	1.082400485	NA	5.891887424	7.513247483
Quercus_coccifera	S	E	B	C3	N	NA	9.195805036	1.168050404	NA	NA	NA
Quercus_coccifera	S	E	B	C3	N	3.126390319	5.288561331	NA	NA	NA	NA
Quercus_coccinea	T	D	B	C3	N	2.129473691	6.876556326	1.268767686	NA	7.731655295	12.53991429
Quercus_coccinea	T	D	B	C3	N	NA	7.555504683	NA	NA	NA	NA
Quercus_douglasii	T	D	NA	NA	N	NA	8.179043778	1.265257776	NA	NA	NA
Quercus_durata	S	E	B	C3	N	NA	10.19604602	NA	NA	NA	NA
Quercus_ellipsoidalis	T	NA	B	C3	N	2.177442995	7.555504683	1.380187411	NA	8.140975499	NA
Quercus_faginea	T	D	NA	NA	N	2.304702767	8.578157207	1.457287684	NA	7.670842846	10.40641748
Quercus_faginea	T	D	NA	NA	N	NA	7.672409134	1.252710097	NA	NA	NA
Quercus_falcata	T	D	B	C3	N	2.496941106	8.363310615	1.182129337	NA	8.026593731	NA
Quercus_geminata	T	E	B	C3	N	2.839039225	10.53743397	0.941311892	NA	7.009882696	NA
Quercus_hemispherica	T	E	B	C3	N	2.614757116	8.449828835	1.086308629	NA	7.197691531	NA
Quercus_humilis	T	D	B	C3	N	NA	7.558504702	1.54676035	NA	9.056415343	11.16139052
Quercus_Ilex	T	E	B	C3	N	NA	9.873739846	1.216404836	NA	5.906784062	10.31862799
Quercus_ilex	T	E	B	C3	N	3.884500779	9.264719231	1.120838382	NA	5.647451675	NA
Quercus_ilex	T	E	B	C3	N	NA	9.061282297	1.447941434	0.473716153	NA	NA
Quercus_ilex	T	E	B	C3	N	NA	8.792729592	1.243985257	NA	NA	NA
Quercus_ilex	S	E	B	C3	N	NA	6.706585721	NA	NA	NA	NA
Quercus_incana	T	E	B	C3	N	2.122627829	7.636309294	0.977969892	NA	8.489176429	NA
Quercus_keloggii	T	D	NA	NA	N	NA	7.931856697	1.218589418	NA	NA	NA
Quercus_laevis	T	D	B	C3	N	2.412861994	7.467424662	1.062577798	NA	6.160918623	9.560868544
Quercus_laevis	T	D	B	C3	N	2.544074485	7.665877702	1.202847221	NA	8.142502683	NA
Quercus_laurifolia	T	E	B	C3	N	2.412680563	8.187207394	1.128144143	NA	7.564034749	NA
Quercus_lobata	T	D	NA	NA	N	NA	8.311739728	1.365094846	NA	NA	NA
Quercus_lusitanica	S	D	NA	NA	N	NA	8.757063331	1.17159081	NA	NA	NA
Quercus_macrocarpa	T	D	B	C3	N	NA	7.204415736	1.451956566	NA	9.269254815	11.66235383
Quercus_macrocarpa	T	D	B	C3	N	2.177442995	6.980322706	1.449281422	NA	8.796470817	16.06593487
Quercus_macrocarpa	T	D	B	C3	N	NA	7.26426165	1.380187411	0.486145946	NA	NA
Quercus_margaretta	T	D	B	C3	N	2.408139006	7.72905108	1.226445297	NA	8.881014723	NA
Quercus_michauxii	T	D	B	C3	N	2.496941106	9.09184826	0.950649358	NA	8.012951122	NA
Quercus_minima	T	E	B	C3	N	2.305251431	7.471903822	1.284564824	NA	8.170041074	NA
Quercus_mongolica	T	D	B	C3	N	2.053059844	7.092524857	NA	NA	6.51838852	NA
Quercus_mongolica_grosseserrata	T	D	NA	NA	N	NA	5.724341351	1.394364087	NA	NA	NA
Quercus_myrsinaefolia	T	E	B	NA	N	NA	8.417675898	1.380187411	NA	7.506687329	NA
Quercus_myrtifolia	T	E	B	C3	N	2.977719336	8.20391918	1.008637259	NA	5.716074919	NA
Quercus_nigra	T	E	B	C3	N	2.548303154	8.249433213	1.116936545	NA	7.85838125	NA
Quercus_petraea	T	D	NA	NA	N	NA	6.482096821	1.506292582	0.427519491	NA	NA
Quercus_prinus	T	D	B	NA	N	NA	6.959155369	1.192546884	0.41227831	NA	NA
Quercus_prinus	T	D	B	C3	N	NA	7.77264092	1.499053212	NA	NA	NA
Quercus_pubescens	T	D	B	C3	N	2.295052231	7.659725956	1.355557138	NA	6.455498353	NA
Quercus_pubescens	T	D	B	C3	N	NA	7.42137838	1.257623093	NA	NA	NA
Quercus_pubescens	T	D	B	C3	N	NA	7.204415736	1.384605252	NA	NA	NA
Quercus_pumila	T	E	B	C3	N	2.310058162	8.013529146	1.004330724	NA	7.706129432	NA
Quercus_pyrenaica	T	D	NA	NA	N	2.078678239	8.112626581	1.549218427	NA	8.578157207	12.57208547
Quercus_pyrenaica	T	D	NA	NA	N	NA	6.61479828	1.330503323	NA	NA	NA
Quercus_robur	T	D	B	C3	N	2.177549147	6.289655055	1.30932658	0.56966888	6.889024962	9.53789208
Quercus_robur	T	D	NA	NA	N	NA	6.5524503	1.580722304	0.462628789	NA	NA
Quercus_robur	T	D	NA	NA	N	NA	5.948795078	NA	NA	NA	NA
Quercus_rotundifolia	T	E	NA	NA	N	3.98754487	10.84620627	1.146507732	NA	5.477800858	9.0622731
Quercus_rotundifolia	T	E	NA	NA	N	NA	9.273538971	1.281425675	NA	NA	NA
Quercus_rubra	T	D	B	C3	N	2.177549147	6.271155908	1.354179935	0.519130491	7.942965304	10.28219515
Quercus_rubra	T	D	B	C3	N	NA	7.701327258	NA	NA	7.808163221	NA
Quercus_rubra	T	D	B	C3	N	NA	7.701293812	1.500462061	NA	10.28219515	NA
Quercus_rubra	T	D	B	C3	N	NA	7.189706801	1.233079889	0.398192886	NA	NA
Quercus_rubra	T	D	B	C3	N	NA	5.804372426	1.425822043	0.44208382	NA	NA
Quercus_rubra	T	D	B	C3	N	NA	5.696936715	1.290813326	0.497097048	NA	NA
Quercus_rubra	T	D	B	C3	N	NA	6.802819207	1.367925425	NA	NA	NA
Quercus_rubra	T	D	B	C3	N	NA	7.26426165	1.394364087	NA	NA	NA
Quercus_salicina	T	E	B	NA	N	3.975741381	NA	NA	NA	NA	NA
Quercus_shumardii	T	D	B	C3	N	2.505596819	7.345939262	1.252710097	NA	8.889130761	NA
Quercus_stellata	T	D	B	C3	N	2.453063516	8.601478479	1.268767686	NA	8.066854882	NA
Quercus_suber	T	E	NA	NA	N	3.265478682	10.00611151	1.336473744	NA	6.76091076	10.6092667
Quercus_suber	T	E	NA	NA	N	NA	8.589844095	1.321481692	NA	NA	NA
Quercus_turbinella	T	NA	B	C3	N	2.467215007	8.850341665	1.206255244	NA	NA	NA
Quercus_velutina	T	D	B	NA	N	NA	7.552053274	1.150134724	0.398192886	NA	NA
Quercus_virginia_var_geminata	T	NA	B	C3	N	2.833159968	9.037199662	1.206255244	NA	6.721128344	12.90361109
Quercus_virginiana	T	E	B	C3	N	2.745290245	8.766254357	1.128144143	NA	9.046364545	NA
Quercus_xalapensis	T	D	B	NA	N	2.664465225	6.325973669	1.290813326	NA	NA	NA
Quisqualis_indica	S	E	B	NA	N	NA	4.995442684	1.590252787	0.693134272	NA	NA
Ranunculus_acris	H	NA	B	C3	N	1.293369814	6.072821773	1.453291734	NA	10.92959193	NA
Ranunculus_bulbosus	H	NA	B	C3	N	NA	5.744184933	1.590252787	NA	NA	NA
Ranunculus_ficaria	H	NA	B	C3	N	NA	4.504829206	1.679529912	NA	NA	NA
Ranunculus_glacialis	H	NA	B	C3	N	1.634540449	5.983799664	1.696547592	NA	11.92768199	NA
Ranunculus_hirtus	H	NA	NA	NA	N	NA	5.91993224	1.157502171	NA	NA	NA
Ranunculus_krasnovii	H	NA	NA	NA	NA	NA	5.278811224	NA	NA	NA	NA
Ranunculus_nemorosus	H	NA	B	C3	N	NA	6.209465384	1.351249873	NA	NA	NA
Ranunculus_nivalis	H	D	NA	NA	N	1.530161676	5.452292454	1.623038223	NA	NA	NA
Ranunculus_peruvianus	H	NA	NA	NA	N	1.719776339	6.289295685	1.679529912	NA	NA	NA
Ranunculus_pseudohirculus	H	NA	NA	NA	NA	NA	5.986941688	NA	NA	NA	NA
Ranunculus_repens	H	NA	NA	NA	N	NA	5.141108607	NA	NA	NA	NA
Ranunculus_rufosepalus	H	NA	NA	NA	NA	NA	5.685888061	NA	NA	NA	NA
Rapanea_melanophloeos	T	NA	B	C3	N	NA	7.683335819	1.220768911	NA	NA	NA
Rapanea_melanophloeos	T	NA	B	C3	N	NA	11.31318356	1.229436635	NA	NA	NA
Rapanea_melanophloeos	T	NA	B	C3	N	NA	8.324362095	1.309632251	NA	NA	NA
Rauvolfia_vomitoria	T	E	NA	NA	N	NA	NA	1.516857116	NA	NA	NA
Regelia_ciliata	S	E	B	C3	N	3.578990933	8.92068225	1.053701391	NA	6.912435249	11.42055043
Remijia_morilloi	T	E	B	NA	N	NA	12.84355294	0.678224658	0.214895804	NA	NA
Retiniphyllum_concolor	T	E	B	NA	N	NA	9.158387856	0.911078273	0.236053336	NA	NA
Retiniphyllum_truncatum	T	E	B	C3	N	3.378676093	8.020250559	0.845784155	NA	5.298654672	14.73456479
Rhamnus_alaternus	S	E	B	C3	N	NA	8.840185924	1.357101763	NA	6.22746536	9.002985217
Rhamnus_californica	S	E	B	C3	N	NA	7.578428568	1.323099438	NA	6.395017398	8.026795404
Rhamnus_californica	S	E	B	C3	N	3.273718384	6.481811346	1.374376261	0.502077896	8.697190131	8.925389784
Rhamnus_californica	S	E	B	C3	N	NA	7.181163412	1.135167909	NA	NA	NA
Rhamnus_cathartica	S	D	B	C3	N	2.299079701	6.953896567	1.435808114	NA	8.417675898	14.06167029
Rhamnus_cathartica	S	D	B	C3	N	NA	5.6854021	1.6164729	0.468506844	NA	NA
Rhamnus_cathartica	S	D	B	C3	NA	NA	6.087149891	NA	NA	NA	NA
Rhamnus_crocea	S	E	B	C3	N	3.106489426	8.166169913	1.388188972	0.418532807	7.352203028	9.808015897
Rhamnus_glandulosa	T	E	NA	NA	N	NA	8.102958502	1.244418166	NA	NA	NA
Rhamnus_ludovici-salvatoris	S	E	B	C3	N	NA	9.200096174	1.297022675	NA	5.867349185	9.477233118
Rheum_acuminatum	H	NA	NA	NA	NA	NA	4.818226465	1.979551285	NA	11.1040007	NA
Rheum_nobile	H	NA	NA	NA	NA	NA	5.941439718	1.720905053	NA	9.160308741	NA
Rheum_spiciforme	H	NA	NA	NA	NA	NA	7.892816013	NA	NA	NA	NA
Rhinanthus_minor	H	NA	B	C3	N	NA	6.153996379	1.733257924	NA	NA	NA
Rhizophora_apiculata	T	NA	NA	NA	NA	NA	10.02813659	NA	NA	NA	NA
Rhizophora_mucronata	T	NA	NA	NA	NA	NA	9.791339898	NA	NA	NA	NA
Rhodamnia_cinerea	T	NA	NA	NA	NA	NA	8.486406	NA	NA	NA	NA
Rhodiola_gelida	H	NA	NA	NA	NA	NA	7.269054929	NA	NA	NA	NA
Rhodiola_heterodonta	H	NA	NA	NA	NA	NA	7.490830685	NA	NA	NA	NA
Rhodiola_pamiroalaica	H	NA	NA	NA	NA	NA	5.172999408	NA	NA	NA	NA
Rhodiola_rosea	H	NA	B	C3	N	NA	4.628108191	1.639553015	NA	NA	NA
Rhododendron_anthopogon	S	NA	NA	NA	NA	NA	9.426402988	1.364287809	NA	4.587370473	NA
Rhododendron_lapponicum	S	E	B	C3	N	3.128815135	8.400453198	1.248124982	NA	NA	NA
Rhododendron_lapponicum	S	E	B	C3	N	3.071584118	9.037631378	1.312379113	NA	NA	NA
Rhododendron_maximum	T	E	B	C3	N	5.372220035	10.08138991	0.936597596	NA	4.619099156	8.44469901
Rhododendron_maximum	T	E	B	C3	N	NA	7.929429367	NA	NA	NA	NA
Rhododendron_ponticum	S	E	NA	NA	N	NA	7.922894541	1.014555444	0.371056911	NA	NA
Rhodognaphalopsis_humilis	T	E	B	C3	N	3.975741381	8.36270684	0.897712518	NA	5.333149683	17.12832001
Rhoicissus_tomentosa	V	NA	B	C3	N	NA	5.866719895	1.661051874	NA	NA	NA
Rhus_chirendensis	T	NA	B	C3	N	NA	7.385849372	1.539107779	NA	NA	NA
Rhus_glabra	S	NA	NA	C3	N	NA	NA	NA	NA	NA	14.69346163
Rhus_sandwicensis	T	NA	NA	C3	N	NA	5.381466763	1.15734436	0.333901242	12.59380382	13.80888811
Rhus_tomentosa	S	E	B	C3	N	NA	9.739910785	1.082400485	NA	4.918481093	NA
Rhus_tomentosa	T	E	B	C3	N	NA	9.100317936	NA	NA	NA	NA
Rhus_typhina	T	D	B	C3	N	NA	6.160490568	1.634540449	0.664357153	NA	NA
Ribes_alpinum	S	D	NA	NA	NA	NA	6.045659336	NA	NA	NA	NA
Ribes_californicum	S	D	B	C3	N	1.67624707	7.149196695	1.41764919	0.41673698	7.940688624	8.527532103
Ribes_malvaceum	S	D	B	C3	N	NA	6.514301561	NA	NA	NA	NA
Ribes_nigrum	S	D	NA	NA	N	NA	6.177590784	1.304730323	0.472180455	NA	NA
Ribes_nigrum	S	D	NA	NA	N	NA	5.788509638	NA	NA	NA	NA
Ribes_rubrum	S	D	NA	NA	N	NA	4.373970546	NA	NA	NA	NA
Ribes_spicatum	S	D	B	C3	N	NA	4.587524474	1.598128822	NA	NA	NA
Ribes_spicatum	S	D	B	C3	N	NA	4.123245135	NA	NA	NA	NA
Ribes_uva_crispa	S	D	B	C3	N	2.480561681	6.125615733	1.368707988	0.438713481	8.913087666	11.00049211
Ribes_uva-crispa	S	D	B	C3	N	NA	5.94793928	1.418846065	0.478095573	NA	NA
Robinia_pseudoacacia	T	D	B	C3	Y	1.94013553	4.847175059	1.889831925	NA	10.86758993	11.85507978
Robinia_pseudoacacia	T	D	B	C3	Y	NA	5.453102323	1.60441058	0.444589776	NA	NA
Robinia_pseudoacacia	T	D	B	C3	Y	NA	6.54974468	1.650468624	NA	NA	NA
Robinsonella_mirandae	T	E	NA	NA	N	NA	5.921286271	1.337068878	0.475779116	NA	NA
Rodognaphalopsis_discolor	T	E	B	NA	N	NA	13.04801788	0.799875798	0.230265777	NA	NA
Rosa_arkansana	S	NA	NA	C3	N	NA	NA	NA	NA	NA	14.07265251
Rosa_arvensis	V	D	NA	NA	N	NA	5.21872856	1.463475388	0.516852992	NA	NA
Rosa_caesia	S	D	NA	NA	NA	NA	6.850209845	NA	NA	NA	NA
Rosa_canina	S	D	NA	NA	NA	NA	7.20641783	NA	NA	NA	NA
Rosa_ciesielski	S	D	NA	NA	NA	NA	7.643271314	NA	NA	NA	NA
Rosa_dumalis	S	D	NA	NA	NA	NA	7.003795841	NA	NA	NA	NA
Rosa_glauca	S	D	NA	NA	NA	NA	7.065378139	NA	NA	NA	NA
Rosa_majalis	S	D	NA	NA	NA	NA	5.538962612	NA	NA	NA	NA
Rosa_micrantha	S	D	B	C3	N	1.691284929	6.637862708	1.322290887	NA	9.201514339	NA
Rosa_mollis	S	D	NA	NA	NA	NA	6.633248159	NA	NA	NA	NA
Rosa_rugosa	S	D	NA	NA	NA	NA	8.000811767	NA	NA	NA	NA
Rosa_spinisissima	S	D	NA	NA	NA	NA	6.395017398	NA	NA	NA	NA
Rosa_subcanina	S	D	NA	NA	NA	NA	7.569106186	NA	NA	NA	NA
Rosmarinus_officinalis	S	E	NA	NA	N	NA	10.3157232	1.082400485	NA	NA	NA
Rothmannia_globosa	T	NA	B	C3	N	NA	6.127344019	1.65001631	NA	NA	NA
Roupala_montana	S	E	NA	NA	N	NA	NA	NA	NA	NA	8.28083122
Rubia_peregrina	S	E	B	C3	N	1.964525762	5.976364235	1.335696576	NA	10.11737526	NA
Rubia_peregrina	S	E	B	C3	N	NA	6.345282704	1.162717002	NA	NA	NA
Rubia_peregrina	S	E	B	C3	N	NA	5.643401891	1.368555043	NA	NA	NA
Rubus_chamaemorus	H	NA	NA	NA	N	1.744211342	6.801242804	1.357101763	0.41227831	8.382376006	11.81348064
Rubus_chamaemorus	H	NA	B	C3	N	NA	6.743846137	1.316348396	NA	NA	NA
Rubus_chamaemorus	H	NA	B	C3	N	NA	6.706585721	1.51433038	NA	NA	NA
Rubus_corylifolius	V	D	B	C3	N	2.177442995	6.345282704	1.303193542	0.486145946	9.674687554	9.984461112
Rubus_fruticosus	V	E	NA	NA	N	NA	6.085964537	1.493200133	0.479857904	NA	NA
Rubus_hawaiiensis	S	E	NA	C3	N	NA	4.776281896	1.599709445	0.518105018	NA	NA
Rubus_hispidus	T	NA	B	C3	N	2.177442995	6.299304901	1.357101763	0.402486031	8.866257965	NA
Rubus_idaeus	S	D	NA	NA	NA	NA	4.798012281	NA	NA	NA	NA
Rubus_saxatilis	H	NA	B	C3	N	NA	4.40397077	1.431946658	NA	NA	NA
Rubus_sp	S	D	B	C3	N	2.280476516	5.630275603	1.438962085	NA	9.356319562	NA
Rubus_sp	S	D	B	C3	N	NA	6.75372962	1.310344102	NA	NA	NA
Rubus_sp	S	D	B	C3	N	NA	5.868218401	1.479864905	NA	NA	NA
Rubus_ulmifolius	S	E	NA	NA	N	NA	6.848901254	1.362920968	NA	NA	NA
Rudbeckia_hirta	H	NA	NA	NA	NA	NA	6.269189903	NA	NA	NA	NA
Rudbeckia_serotina	H	NA	B	C3	N	1.206907405	6.384492252	1.391543793	NA	11.65526726	16.30856857
Ruellia_humilis	H	NA	NA	C3	N	NA	NA	NA	NA	NA	12.05402806
Rumex_acetosella	H	NA	NA	NA	N	NA	6.233554376	1.252710097	NA	NA	NA
Rumex_acetosella	H	NA	NA	NA	N	NA	6.209465384	1.449281422	NA	NA	NA
Rumex_acetosella	H	NA	NA	NA	N	NA	4.98081215	NA	NA	NA	NA
Rumex_lunaria	S	D	NA	NA	N	NA	7.172497136	1.392748405	NA	NA	NA
Rumex_obtusififolius	H	NA	B	C3	N	NA	4.974892815	1.686650383	NA	NA	NA
Ruscus_aculeatus	S	NA	B	C3	N	NA	5.710584742	1.536856911	NA	NA	NA
Salacia_leptoclada	T	NA	B	C3	N	NA	7.157693045	1.431461714	NA	NA	NA
Salacia_megistophylla	V	E	NA	NA	N	NA	8.904510302	NA	0.400918829	NA	NA
Salix_acutifolia	T	D	NA	NA	N	NA	5.784097065	NA	NA	NA	NA
Salix_alaxensis	S	D	NA	NA	N	1.744211342	7.356874591	1.290813326	NA	NA	NA
Salix_alba	T	D	NA	NA	N	NA	7.356874591	NA	NA	NA	NA
Salix_alba_fraxinus	T	D	NA	NA	N	NA	6.596180208	NA	NA	NA	NA
Salix_anticecrenata_Monadelpha	S	NA	NA	NA	N	NA	6.859958047	1.611089561	NA	7.679758138	NA
Salix_arctica	S	D	NA	NA	N	1.744211342	6.955406373	1.339445967	NA	NA	NA
Salix_arctica	S	D	NA	NA	N	NA	6.53441782	2.009974514	NA	NA	NA
Salix_aurita	S	D	NA	NA	N	NA	6.814673073	NA	NA	NA	NA
Salix_aurita_cinerea	S	D	NA	NA	N	NA	7.291955355	NA	NA	NA	NA
Salix_canariensis	T	D	NA	NA	N	NA	5.935154791	1.648318693	NA	NA	NA
Salix_caprea	T	D	NA	NA	N	NA	6.308450813	1.539905516	0.506691109	NA	NA
Salix_caprea	T	D	NA	NA	N	NA	5.901734317	NA	NA	NA	NA
Salix_cinerea	S	D	NA	NA	N	NA	7.395470525	NA	NA	NA	NA
Salix_daphnoides	T	D	NA	NA	N	NA	7.193140428	NA	NA	NA	NA
Salix_dasyclados	S	D	NA	NA	N	NA	7.169827844	NA	NA	NA	NA
Salix_dasyclados_phylicifolia	S	D	NA	NA	N	NA	7.755806616	NA	NA	NA	NA
Salix_fragilis	T	D	B	C3	N	2.177442995	7.258625179	1.529409383	0.536106179	7.356482135	NA
Salix_fragilus	T	D	B	C3	N	NA	7.809792003	NA	NA	NA	NA
Salix_fuscescens	S	D	NA	NA	N	NA	6.483313484	NA	NA	7.528535233	8.00751884
Salix_glauca	T	D	B	C3	N	1.611428826	6.758504469	1.521894208	NA	8.121144793	14.61641301
Salix_glauca	S	D	B	C3	N	1.744211342	6.885508087	1.408355457	NA	NA	NA
Salix_herbacea	S	D	B	C3	N	1.524679417	6.77135259	1.532296163	NA	NA	NA
Salix_hultenii	T	D	B	C3	N	NA	7.484522523	NA	NA	6.347781859	NA
Salix_laevigata	T	D	NA	NA	N	NA	8.031691135	1.303808538	NA	NA	NA
Salix_lapponum	S	D	B	C3	N	NA	6.911805873	1.476102729	NA	NA	NA
Salix_lapponum	S	D	B	C3	N	NA	7.48767747	NA	NA	NA	NA
Salix_myrsinifolia	S	D	NA	NA	NA	NA	6.551337358	NA	NA	NA	NA
Salix_myrsinites	S	D	B	C3	N	1.60566333	7.892283937	1.266627328	NA	NA	NA
Salix_myrsinites	S	D	B	C3	N	NA	7.226274395	1.483570498	NA	NA	NA
Salix_myrtilloides	S	D	NA	NA	NA	NA	6.144625199	NA	NA	NA	NA
Salix_nigra	T	D	B	C3	N	NA	5.738208015	1.488754715	0.41227831	NA	NA
Salix_pentandra	T	D	NA	NA	NA	NA	6.31692651	NA	NA	NA	NA
Salix_phylicifolia	S	D	NA	NA	NA	NA	7.347184309	NA	NA	NA	NA
Salix_planifolia	T	NA	B	C3	N	1.611428826	6.75372962	1.531903778	NA	8.847419859	15.39433041
Salix_polaris	S	D	B	C3	N	1.485561751	6.821807786	1.484868763	NA	NA	NA
Salix_polaris	S	D	B	C3	N	NA	6.483313484	1.797842446	NA	NA	NA
Salix_pulchra	S	D	NA	NA	N	1.744211342	7.110347218	1.408355457	NA	8.463548368	13.88515359
